Because fast food chains are banned by law there, which of these islands is not home to a McDonald’s?	BERMUDA	At the end of “The Deer Hunter,” Meryl Streep’s character leads the other mourners in a rendition of what song?	GOD BLESS AMERICA	Due to its strict obscenity laws.which of these countries once published a version of “Playboy” without any nudity?	INDONESIA
Which of these founding fathers was known to be an occasional vegetarian?	BENJAMIN FRANKLIN	In the 1999 film “American Beauty,” Lester Burnham quits his job as an ad executive to work at what fictitious fast food joint?	MR. SMILEY’S	What Hawaiian island was once called the “Pineapple Island” because the Dole company owned most of it?	LANAI
While about 90% of the atoms in the universe are hydrogen, the remaining 10% are mostly all what?	HELIUM	According to Pixar,when the house in “Up” floated across South America, how many balloons were holding it up?	10,297 *CORRECT*	The Philippines is an archipelago that is comprised of approximately how many individual islands?	7,100 *CORRECT*
In 1962, John Glenn became the first American to eat in space when he ate what food out of a tube?	APPLESAUCE	Which of these actors won an Oscar for a role in which he had a beard?	ROBIN WILLIAMS	According to legend, what Looney Tunes character was born in a warren under the old Dodgers stadium in Brooklyn?	BUGS BUNNY
What great thinker allegedly died from stuffing snow into a chicken for an experiment on refrigeration?	FRANCIS BACON	The title of the Academy Award-winning song from “Slumdog Millionaire,” “Jai Ho” roughly means what in Hindi?	LET THERE BE VICTORY	The Rolling Stones’ classic “tongue” logo first appeared on the label of what album?	STICKY FINGERS
What state has voted for the winning candidate in 24 of the last 25 presidential elections?	NEVADA	Shot in 1962,Marilyn Monroe’s last film before her death was an unfinished screwball comedy with Dean Martin called what?	SOMETHING’S GOT TO GIVE	In 2011,Amy Chua raised a ruckus with a memoir of how she had been a “Tiger Mother” to her what?	TWO DAUGHTERS
Before becoming a novelist, what man came up with the ad slogan, “I’m a Toys R Us Kid”?	JAMES PATTERSON	Which of these films is not a so-called “Big Five” film,a film that won Oscars in all top five categories?	ANNIE HALL	In a 2011 news story,a woman used pepper spray to wrestle an Xbox from fellow shoppers during what store’s Black Friday sale?	WALMART
What European capital’s airport is named in honor of its famous resident,composer Frederic Chopin?	WARSAW	In its shocking twist ending,what character name in “The Usual Suspects” is revealed to have come from the bottom of a coffee cup?	KOBAYASHI	With increased amounts of the rare nutrient glucoraphanin,in 2011 scientists announced a “super” version of what vegetable?	BROCCOLI
Celebrated on the first day of May, Primero De Mayo is the Mexican equivalent of what U.S. holiday?	LABOR DAY	In “The Godfather,” using a gun hidden in the restroom,Michael murders his father’s assassins in what Italian restaurant?	LOUIS’	Fetching a $3.9 million at auction in 2011, a record for a photograph, “Untitled #96” by Cindy Sherman depicts the artists doing what?	LYING ON THE FLOOR
In order to win a bet, what historical female once allegedly dissolved a pearl in vinegar and drank it?	CLEOPATRA	In a possible allusion to “Casablanca,” a scene in “The Sting” involves a rigged roulette wheel landing on what?	BLACK 22	When the iPod turned ten years old in 2011,Apple had sold roughly how many of them?	320 MILLION *CORRECT*
“Tik Tok,” a chart-topping hit by Ke$ha, is also the name of a character in the work of what children’s author?	L. FRANK BAUM	While singing the title song in “Singin’ In the Rain,” Gene Kelly dances by all but which of these establishments?	LAUNDROMAT	What cast member of the 2011 film “New Year’s Eve” also appears in it’s 2010 holiday-themed forerunner “Valentine’s Day”?	JESSICA BIEL
What European capital’s airport is named in honor of its famous resident, composer Frederick Chopin?	WARSAW	Perhaps because he only ever won one competitive Oscar,whose statuette sold at a 2011 auction for almost a million dollars?	ORSON WELLES	Fetching over $30,000, John Lennon’s rotten tooth that was auctioned in 2011 was which of the following?	MOLAR
Before changing it to “Yesterday”,Paul McCartney’s beloved 1965 song originally began with what odd lyric?	SCRAMBLED EGGS	Anthony Hopkins has said Hannibal Lecter’s voice is a mix of Truman Capote,Kate Hepburn,and what movie character?	HAL 9000 *CORRECT*	Traveling over 200,000 miles to nearly 40 nations, Secretary of State Hilary Clinton visited all but which of these countries in 2011?	ALGERIA
In a landmark 1993 issue of “Superman”,the Man of Steel dies after a titanic battle with what supervillain?	DOOMSDAY	Aside from voiceover narration,which of these actresses won her Oscar for a primarily non-speaking role?	HOLLY HUNTER	Though they all have birth in 2011, which of these actresses’ new babies arrived earliest in the year?	PEN_LOPE CRUZ
Known for ubiquitous signs and free ice water, Wall Drug is a famously kitschy tourist trap in what state?	SOUTH DAKOTA	Which of these movies was nominated for 11 Academy Awards,only to win none of them?	THE COLOR PURPLE	Which 2011 comedy starred the White House’s former associate director for the Office of Public Engagement?	A VERY HAROLD & KUMAR 3D CHRISTMAS
Which of these is the name of a bakery that has been an official Girl Scout cookie producer since 1939?	ABC BAKERS	The only person named “Oscar” ever to win an Oscar won in both 1942 and 1946 in what category?	BEST SONG	In 2011, what company ended Exxon Mobil’s five-year reign as the world’s most valuable public company?	APPLE
In January 1995, who became the first celebrity to appear in the well-known “Milk-mustache” ad campaign?	NAOMI CAMPBELL	Which of these legendary actors is the only one to not appear in three different Best Picture Oscar-winning films?	AL PACINO	In her highly publicized trial, Casey Anthony claimed to have left her daughter int he care of what fictional “nanny”?	ZANNY
In a landmark 1993 issue of Superman, the Man of Steel dies after a titanic battle with what supervillain?	DOOMSDAY	In the 2002 film “Catch Me If You Can,” Leonardo DiCaprio uses what comic book character’s name as an alias?	BARRY ALLEN	Premiering in 2011, the NBC comedy “Up All Night” shares its name with a single released by what band in 2011?	BLINK-182
“You be careful out among them English” is the last line from what film?	WITNESS	The oldest living Oscar winner is 102-year-old Luise Rainer,who won her first statuette in 1937 for what movie?	THE GREAT ZIEGFELD	Which of these comedians does not voice a smurf in the 2011 move “The Smurfs”?	ADAM SANDLER
Known only by her headgear, what never-identified woman was seen taking pictures at JFK’s fatal motorcade?	BABUSHKA LADY	In “Moonstruck,” Cher’s character says “You know,I don’t think she was gonna die,” after being taken to what Italian opera?	LA BOHEME	Named after his band’s 1998 song, what musician launched a brand of wine called “The Dreaming Tree” in 2011?	DAVE MATTHEWS
Which of these novelty items makes use of a technological process called microencapsulation?	SCRATCH AND SNIFF STICKER	Known for creating strong female characters,Woody Allen’s films have earned Oscars for all but which of these actresses?	JENNIFER TILLY	What sitcom comedienne sang the national anthem at Game 4 of the 2011 World Series?	ZOOEY DESCHANEL
What famous piece of classical music is memorably featured in the 1980 film “Ordinary People”?	PACHEBEL’s CANON	The youngest actor ever nominated for an Oscar was 8-year-old Justin Henry,who played the kid in what movie?	KRAMER VS.KRAMER	All but which of these funny celebrities hosted an awards show in 2011?	RUSSELL BRAND
The well-known phrase “a clear and present danger” was coined in 1919 by which of the following?	SUPREME COURT JUSTICE	Boy,I got vision,and the rest of the world wears bifocals is a famous line from which of these classic Paul Newman movies?	BUTCH CASSIDY & THE SUNDANCE KID	What cast member of the 2011 film “New Year’s Eve” also appears in its 2010 holiday-themed forerunner “Valentine’s Day”?	JESSICA BIEL
Though most trees have a layer of cork bark, most of the world’s supply of cork comes from what?	OAK	The movie “Sideways” ends with Paul Giamatti’s character finally uncorking his prized possession,a bottle of what wine?	1961 CHEVAL BLANC	The narrator of which of these movies never actually appears as a character in the film?	THE ROYAL TANNENBAUMS
The popular surfing expression “Cowabunga”originated on which of these TV shows?	THE HOWDY DOODY SHOW	According to George Lucas,what character in 1977’s “Star Wars” is the “driving force in the movie…the object of everybody’s search”?	R2-D2 *CORRECT*	Introduced in 1888,the first vending machine in the United States dispensed what item?	GUM
What famous wit reputedly said on his deathbed, “Either that wallpaper goes or I do?”	OSCAR WILDE	An Oscar winner for Best Screenplay,which of these slangy phrases does not appear in the very slangy film “Juno”?	IT’S A PASSPORT TO JERSEY	Introduced in 1888, the first vending machine in the United States dispensed what item?	GUM
What is the first name of the Star Trek character often referred to by Captain Cook as Mr. Sulu/	HIKARU	Said by Elizabeth Taylor in an Oscar-winning performance, “What a dump!” is originally a line from what Bette Davis film?	BEYOND THE FOREST	What mammal has the shortest known gestation period, an average of just 12.5 days?	AMERICAN OPPOSUM
Made by Corning, the hard, scratch-resistant glass found on countless tablets and smartphones is called what?	GORILLA GLASS	According to Hollywood lore,what 2007 Eddie Murphy critical flop ruined his chances of winning an Oscar for “Dreamgirls”?	NORBIT	Justin Bieber’s manager claims he “discovered” the young talent on YouTube, singing what R&B classic?	RESPECT
Originally called “Cadabra,” what country changed its name after someone misheard it as “cadaver?”	AMAZON.COM	Which of these Oscar-winning actresses won their statuette on their first nomination?	CHARLIZE THERON	Which of these products is traditionally pink because its inventor only had pink dye on hand at the time of its creation?	BUBBLE GUM
At just 21, who was the youngest woman ever to receive an Oscar for Best Actress?	MARLEE MATLIN	In the infamous 1974 streaking incident, what surprised presenter quipped of the prankster’s “shortcomings”?	DAVID NIVEN	Justin Bieber’s manager claims he “discovered” the young talent on YouTube,singing what R&B classic?	RESPECT
With a total of eight born there, what state has produced more U.S. presidents than any other?	VIRGINIA	Though the scene didn’t end up in the final cut,what Oscar-nominated film originally ended with an enormous pie fight?	DR. STRANGELOVE	In 1885,what popular soft drink was invented at Morrison’s Old Corner Drug Store in Waco,TX?	DR.PEPPER
The late rapper Tupac Shukar was named after Tupac Amaru II, an 18th century revolutionary in what country?	PERU	According to Harrison Ford,it came down to him and what other actor and “great dancer” to play Hans Solo in “Star Wars”?	CHRISTOPHER WALKEN	In a memorable scene from the movie “Philadelphia,” Tom Hanks interprets an aria sung by what opera great?	MARIA CALLAS
As Scar in “The Lion King,” Jeremy Irons repeats what famous line from “Reversal of Fortune”?	“YOU HAVE NO IDEA.”	In his brief career,actor John Cazale appeared in just 5 movies,all Oscar-nominated,including all but which of these?	TAXI DRIVER	The American Heart Association says the average adult heart pumps about how much blood each day?	2000 GALLONS *CORRECT*
After the Wright brothers’ historic flight, how long did it take for man to walk on the moon?	66 YEARS	Ending with a “beautiful friendship,” what’s the first part of the famous last line of “Casablanca”?	I THINK IT IS THE BEGINNING OF	Now a museum,the Memphis motel where Martin Luther King,Jr. was assassinated has what name?	LORRAINE MOTEL
What beer’s label features the phrase “Anno 1366,” referring to the year it was first allegedly brewed?	STELLA ARTOIS	In the classic film “Citizen Kane,” what is the name of the sled that replaces Kane’s beloved Rosebud?	THE CRUSADER	If the countries were represented by their national flowers,what would be the 2010 World Cup final match up?	RED CARNATIONS VS. TULIPS *CORRECT*
Which of these classic works of literature features the first known use of the word “Satanic”?	PARADISE LOST	Who beat out Jessica Tandy as the oldest winner of an Academy Award?	GEORGE BURNS	The Barcalounger company says that what American workplace perk began at their company in 1902?	COFFEE BREAKS
Which of these exotic islands is known to locals as Rapa Nui?	EASTER ISLAND	In “Dances With Wolves,” what was the wolf’s name that Kevin Costner danced with?	2 SOCKS	Bravo’s acclaimed “Inside The Actor’s Studio” made its television debut in 1994 with what guest?	PAUL NEWMAN
What Central American country was named by Columbus after the Spanish word for “depths”?	HONDURAS	What Oscar-nominated actor made his big-screen debut as Duke the Dog-Faced Boy in 1988’s “Big Top Pee-wee”?	BENICIO DEL TORO	In 1963,what soap opera was interrupted by Walter Cronkite’s breaking news of the Kennedy assassination?	AS THE WORLD TURNS
A rare example of a word that rhymes with “orange,” the Blorenge is a what?	MOUNTAIN IN WALES	The host of the Oscars who made a comment about someone streaking was?	DAVID NIVEN	Brittle in its original form,what type of plastic must be softened to make jelly sandals?	POLYVINYL CHLORIDE
Though she would later don countless outfits, the first Barbie doll, sold in 1959, was wearing what?	ZEBRA STRIPED SWIMSUIT	What does Diane Keaton say right before saying “La dee dah”?	“OH WELL”	The 2000 film “The Legend of Bagger Vance” is a retelling of what religion’s ancient scripture?	HINDUISM
Which of these famous plays ends with a woman blowing out candles?	A GLASS MANAGERIE	According to the Academy,what actor was the first to receive a posthumous Oscar nomination?	JAMES DEAN	What U.S. state’s name is believed to derive from a mythical paradise described in a 1510 Spanish novel?	CALIFORNIA
Though most famous for other endeavors, which businessman is known for inventing the charcoal briquette?	HENRY FORD	All but which of these famous movie lines earned its speaker an Academy Award for that role?	“I SEE DEAD PEOPLE.”	As of 2011,what massive hit song holds the record for most weeks spent at the top of the Billboard Hot 100 chart?	ONE SWEET DAY
“Red Vineyard at Arles” is believed to be the only painting sold by what artist during his lifetime?	VINCENT VAN GOGH	“This is my rifle.There are many like it,but this one is mine” is a famous line from what Oscar-nominated war movie?	FULL METAL JACKET	On his father’s side,Barack Obama is a descendant of which of these African ethnic groups?	LUO *CORRECT*
The subject of Richard Wagner’s famous composition “Ride of the Valkyries,” a Valkyry is a what?	NORSE HANDMAIDEN	In the Oscar-winning film “The English Patient,” what object does Laszlo give Katharine as a symbol of their illicit love?	THIMBLE	Keith Ellison,the first Muslim elected to the U.S. Congress,was sworn in on a Koran once owned by what president?	THOMAS JEFFERSON
The Cabinet member who is last in the presidential line of succession is the Secretary of what?	HOMELAND SECURITY	As of 2012,which of these musical artists has never won an Oscar for Best Original Song?	BONO	When President Garfield was shot in 1881,who invented a type of metal detector to try to find the bullet?	ALEXANDER GRAHAM BELL
Because its spelling was not firmly established at the time, what word is misspelled on the Liberty Bell?	PENNSYLVANIA	In “Rocky,” the “Italian Stallion” painfully battles Apollo Creed for a total of how many rounds?	15 *CORRECT*	According to the Federal Reserve Board,what was the average cost of producing a new one dollar bill in 2011?	5.5 CENTS *CORRECT*
The fictional Columbian town of Macondo is the setting of which of these classic novels?	ONE HUNDRED YEARS OF SOLITUDE	In “The Graduate,” what is the name of the hotel where Benjamin and Mrs.Robinson have their trysts?	THE TAFT	In 1773,the Boston Tea Party was staged by angry colonists disguised as members of what Native American tribe?	MOHAWK
What was the occupation of Edward A. Murphy, Jr, the supposed namesake of “Murphy’s Law”?	ENGINEER	In “Silence of The Lambs,” Hannibal Lecter recounts a meal of fava beans,chianti and the liver of what unfortunate visitor?	CENSUS TAKER	The Philippines is an archipelago that is comprised of approximately how many individual islands?	7,100 *CORRECT*
The bikini takes its name from the Bikini Atoll, a coral formation located in what Pacific Island group?	MARSHALL ISLANDS	For a climactic scene in the film “Suspicion,” Alfred Hitchcock famously hid an illuminated light bulb inside a what?	GLASS OF MILK	Eleanor Roosevelt famously described what group as having “the cleanest bodies,the filthiest minds,the highest morale”?	MARINES
In 1997, the idea for Netflix was hatched when its founder was charged a $40 later fee on what movie rental?	APOLLO 13	Which of these nationality-related words has never appeared in the title of a film that won the Oscar for Best Picture?	GERMAN	Which of these familiar movie quotes was not part of an Academy Award-winning performance?	“YOU CAN’T HANDLE THE TRUTH!”
What is the rough translation of “buzkashi,” the name of a popular sport in Afghanistan?	GOAT-GRABBING	Though he would grow up to win an Oscar,as a kid what actor had Ball’s Palsy,a condition that partially paralyzes the face?	GEORGE CLOONEY	In 2010,Britain’s Prince Charles admitted to often engaging in what odd behavior,calling it “absolutely crucial”?	TALKING TO TREES
What famous thinker is credited with inventing the cat flap, a small hole in a door pets use to enter and exit?	ISAAC NEWTON	The only person named “Oscar” ever to win an Oscar won in both 1942 and 1946 in what category?	BEST SONG	Which of these products is traditionally pink because its inventor only had pink dye on hand at the time of its creation?	BUBBLE GUM
In 1925, dogsledders in Alaska mushed 700 miles to deliver a serum that halted an outbreak of what disease?	DIPTHERIA	In an act of protest,Marlon Brando sent what Native American woman to refuse his Oscar for “The Godfather”?	SACHEEN LITTLEFEATHER	During the Cold War,the U.S. government built a bunker to house Congress under what golf resort?	THE GREENBRIAR
What U.S. president reportedly once hosted a seance in the White House to ask the spirits for political advice?	ABRAHAM LINCOLN	According to Billy Crystal, when he hosts the Oscars,he keeps what toiletry item in his pocket as a good-luck charm?	TOOTHBRUSH	Resigning over his country’s debt crisis in 2011,former Prime Minister of Greece George Papandreou was born in what U.S. state?	MINNESOTA
In 1667, the Dutch traded Manhattan for the tiny Indonesian island of Run, valuable for its abundance of what spice?	NUTMEG	In “It’s a Wonderful Life,” George receives a message from his guardian angel inscribed in what book?	THE ADVENTURES OF TOM SAWYER	On a memorable 2011 “Jersey Shore” episode,which cast member inexplicably slammed his head into a concrete wall?	MIKE “THE SITUATION” SORRENTINO
In the therapy scene in “Austin Powers,” Dr. Evil makes all but which of the following claims about his childhood?	HE COLLECTED ABNORMAL RODENTS	Exuberant recipients often comment on the heaviness of the Oscar statuette,which weighs in at what?	8 1/2 POUNDS *CORRECT*	In 1935,the first character-licensed lunch box came out,featuring which of these characters?	MICKEY MOUSE
Coveted for its flavor and relatively healthy fat content, wagyu is a variety of what type of meat?	BEEF	Which of these “good” movies was good enough to win two Academy Awards?	GOOD WILL HUNTING	With the instruction, “Guard this object carefully”, in 1888 Vincent Van Gogh sliced off a portion of his ear and gave it to whom?	A PROSTITUTE
Which of these does not complete a real title in the “Chicken Soup” series of inspirational books?	FOR THE SQUARE DANCER’S SOUL	According to his autobiography,which of these Oscar-nominated films is Bill Clinton’s favorite movie?	HIGH NOON	Famed for its biodiversity,the Galapagos Islands have belonged to what South American country since 1832?	ECUADOR
Retail giant Richard Sears began his career in 1886 when he started a company that sold what?	WATCHES	Which of these directors is credited in one of his own Oscar-nominated films as “Man with Knife”?	ROMAN POLANSKI	To perform composer John Cage’s 1952 piece “4′ 33”,what must a pianist do?	SIT QUIETLY
Born Marguerite Johnson, what writer adopted her professional name while a dancer at cabaret?	MAYA ANGELOU	Who was the first Australian-born actor to win an Academy Award?	GEOFFREY RUSH	In the classic poem “Casey At Bat,” what is the final score?	4 TO 2 *CORRECT*
Who is Oscar Zoroaster Phadrig Isaac Norman Henkle Immanuel Ambrose Diggs?	THE WIZARD OF OZ	In a famous line from the film “Amadeus,” Emperor Joseph II critiques Mozart’s latest composition by saying it has what?	TOO MANY NOTES	Among his foes,which of these wizard spells is considered to be Harry Potter’s signature move?	EXPELLIARMUS
In 1985, David Letterman aired his Top Ten list, “Top Ten Things That Almost Rhyme With” what?	PEAS	What Oscar-winning director’s first feature-length film was the 1981 low-budget horror flick “Piranha 2:The Spawning”?	JAMES CAMERON	Which animal is considered to be the most fearless?	HONEY BADGER
Which of these science fiction authors is credited with the invention of the word “robotics”?	ISAAC ASIMOV	Melissa McCarthy has revealed that she based her Oscar-nominated role in “Bridesmaids” on what male celebrity?	GUY FIERI	What was the first institution in the United States to be officially chartered as a University?	UNIVERSITY OF PENNSYLVANIA
The events described in the classic novel “Catcher in the Rye” take place over how many days?	3 *CORRECT*	In the film “Crash,” Anthony and Peter carjack which of the following vehicles?	LINCOLN NAVIGATOR	According to the Oxford English Dictionary, what politician was first to refer to a late night flight as a “red-eye”?	BARRY GOLDWATER
Bluetooth, a wireless technology used to link mobile devices, is named for a former king of what country?	DENMARK	In “Rain Man,” the Best Picture of 1988,Beatles fan Raymond bonds with his brother singing what classic tune?	I SAW HER STANDING THERE	Voiced by Candice Bergen,what is the name of HAL 9000’s “sibling computer” featured in the movie “2010”?	SAL 9000 *CORRECT*
What writer coined the term “atomic bomb” approximately thirty years before its invention?	H.G. WELLS	In “The Blind Side,” Kathy Bates’ “Miss Sue” tells Michael Oher that what school’s football field is full of dead body parts?	UNIVERSITY OF TENNESSEE	Though the field has few PhDs,pogonology is the study of what?	BEARDS
What state can boast that it has produced the most Miss America Pageant winners?	TEXAS	The acclaimed 1976 satirical film “Network” centers on what fictional network?	UBS *CORRECT*	The phrase “eating humble pie” originally referred to a dish made from the innards of what animal?	DEER
In an early screen role, what actor played “Hold Up Man” in the 1988 comedy “Coming to America”?	SAMUEL L. JACKSON	What is the only character in film that has won two different actors the Academy Award?	VITO CORLEONE	What is Bart Simpson’s middle name?	JO-JO *CORRECT*
After Ronald Reagan was shot in 1981, what boxer did he quote when he said, “Honey, I forgot to duck”?	JACK DEMPSEY	In the 1994 film “Forrest Gump,” Forrest makes millions through an early investment in what company?	APPLE COMPUTERS	Which movie was reportedly so bad it inspired the Golden Raspberry Awards,which “honor” Hollywood’s worst films?	XANADU
Allegedly the monthly cost of a baby in 1989, what did Maggie originally “scan” in at the opening of “The Simpsons”?	$847.63 *CORRECT*	As of 2012,actors have won Oscars for playing all but which of the following British monarchs?	GEORGE V *CORRECT*	Decades before WikiLeaks,the leaked “Pentagon Papers” were classified documents about what U.S. event?	VIETNAM WAR
What would be the title of “Thelma and Louise” if the characters’ last names replaced their first names?	DICKINSON AND SAWYER	In what year did Joan Rivers first dish out one-liners in Oscars red carpet coverage for E!?	1996 *CORRECT*	What ’40s screen siren was also an inventor,patenting a technology that would later be used in modern cell phones?	HEDY LAMARR
Deltiology is the study of collecting what everyday object?	POSTCARDS	In both 2002’s “Chicago” and 2003’s “Bringing Down The House,” Queen Latifah plays a character with what last name?	MORTON	Popularized by Malcolm Gladwell,”Dunbar’s number” suggests people can have,at most,about how many friends?	150 *CORRECT*
Which of these materials is used by Tibetan Buddhhists to construct circular diagrams called mandalas?	SAND	In 1990,80-year-old Jessica Tandy broke whose record to become the oldest actor to win an Academy Award?	GEORGE BURNS	Also the name of Harry Potter’s beloved mentor,”dumbledore” is an old-fashioned word for what?	BUMBLEBEE
Influenza was named in the 15th century by Italians who believed it was caused by the influence of what?	STARS AND PLANETS	The Oscar-winning animated film “Wall-E” prominently features footage of what Oscar-nominated movie musical?	HELLO,DOLLY!	Site of a historic battle,the Alamo Mission gets its name from a Spanish word for a type of what?	TREE
“Red Vineyard at Arles” is believed to be the only painting sold by what artist during his lifetime?	VINCENT VAN GOGH	In 1986,which of these famous families became the first to have three generations of Oscar winners?	THE HUSTONS	What film actress is the daughter of two former porn stars,who reportedly met on the set of “Deep Throat”?	THORA BIRCH
Which of these words cannot be turned into its own opposite by replacing “less” with “ful”?	WIRELESS	In a famous scene from the 1960 classic film “The Apartment,” Jack Lemmon’s character strains spaghetti with his what?	TENNIS RACKET	In 2011,Oprah Winfrey made a final tear-filled bow on her talk show after 25 years and how many episodes?	4,561 *CORRECT*
Which of these classic novels was published when the author was only 20 years old?	FRANKENSTEIN	For which of these classic films did every single one of its credited cast members receive an Oscar nomination?	WHO’S AFRAID OF VIRGINIA WOOLF?	What disease is believed to have been responsible for up to half of all human deaths since the Stone Age?	MALARIA
In 1999, Al Gore famously said, “I took the initiative in creating the Internet” to what journalist?	WOLF BLITZER	What is the only Central American nation with English as its official language?	BELIZE	Known to Big Bird as just “Snuffy,” Sesame Street’s Mr.Snuffleupagus has what rarely used first name?	ALOYSIUS
Like TV’s “Lost,” which of these movies features a fictional airliner called “Oceanic”?	EXECUTIVE DECISION	A resident of Sesame Street since 1969,green,garbage-loving Oscar the Grouch was originally what color?	ORANGE	In “The Godfather” film series,what was Kay’s maiden name before becoming Mrs. Michael Corleone?	ADAMS
Written by Joe David Brown, the novel “Addie Pray” was adapted into what critically acclaimed 1973 film?	PAPER MOON	When it runs out of names for tropical storms, the World Meteorological Organization uses what instead?	GREEK ALPHABET	Not factoring in inflation,the USDA estimates that a child born in 2010 costs about how much to raise to the age of 17?	$225,000 *CORRECT*
Long before “Clash of the Titans,” whose 1870 novel made mention of the mythical creature kraken?	JULES VERNE	Which of these hit songs is a prime example of the late ’80s musical genre called “New Jack Swing”?	MY PREROGATIVE	Which of these famous structures was completed most recently?	EIFFEL TOWER
Registered in 1870, which of these advertising icons is the oldest U.S. food trademark still in use today?	UNDERWOOD DEVIL	The aptly titled Bugs Bunny cartoon “Rabbit of Seville” features music from a famous opera by what composer?	ROSSINI	In his only commercial endorsement, Elvis Presley sang a jingle for what product on a 1954 broadcast?	SOUTHERN MAID DONUTS
For his contributions to food technology, Frenchman Nicholas Appert is known as “The Father of” what?	CANNING	During World War II, U.S. soldiers used the first commercial aerosol cans to hold what?	INSECTICIDE	Equivalent to twenty bottles,which of these large bottles of champagne holds the greatest volume?	NEBUCHADNEZZAR
On June 9, 1790, the first ever U.S. copyright was issued for a book about what?	SPELLING	Because they’re written in common meter,most Emily Dickinson poems can easily be sung to what TV theme song?	GILLIGAN’S ISLAND	While making his seminal film “Citizen Kane,” Orson Welles reportedly studied what other film over 40 times for tips?	STAGECOACH
Of the planets in our solar system, where does Earth rank in terms of size?	FIFTH-LARGEST	What president allowed his daughter to use the White House for her high school senior prom?	GERALD FORD	In 1935,which of these famous men co-invented the perfusion pump,predecessor to the artificial heart?	CHARLES LINDBERGH
Who wrote the famous poem that begins, “A thing of beauty is a joy forever”?	JOHN KEATS	Quite the opposite of a tropical paradise,which of these U.S. states is home to a city named Kokomo?	INDIANA	Located at the far left of the keyboard,the lowest note on an 88-key piano is known as the “Low” what?	A *CORRECT*
As detailed in the 2010 film, how did Penny Chenery come to own the legendary racehorse Secretariat?	COIN TOSS	In a memorable scene from “Ocean’s Eleven,” Brad Pitt’s character gives a poker lesson to all but which of these actors?	CHRIS PINE	In its series finale,what sitcom features two of its main characters memorably performing a duet to “Unforgettable”?	WILL & GRACE
On the classic cartoon series “Scooby-Doo, Where Are You?” what is Shaggy’s real name?	NORVILLE ROGERS	In 1929,the rights to what fictional character were donated to a London children’s hospital?	PETER PAN	In a series lasting 10 seasons,which of these actors did not star in all 292 episodes of “Beverly Hills,90210”?	LUKE PERRY
What team were the Yankees playing the night Lou Gehrig delivered his famous “Luckiest Man” speech?	WASHINGTON SENATORS	Before the American colonies switched to the Gregorian calendar,on what date did their new year start?	MARCH 25.	What classic sitcom was the first in television history to display a toilet?	LEAVE IT TO BEAVER
What is the unlikely author of both the “Texas Saw Chain Massacre” and its 2003 remake?	JOHN LARROQUETTE	While still a teenager, which of these soft rocking crooners fought 22 fights as a welterweight boxer?	BILLY JOEL	In the first episode of “L.A. Law,” what partner in the law firm McKenzie,Brackman,Chaney & Kuzak turns up dead at his desk?	CHANEY
While at the White House, what was George W. Bush’s unusual writing implement of choice?	SHARPIE	As of 2011, which of these historic people has not been depicted on a Pez dispenser?	BENJAMIN FRANKLIN	The 1975 TV pilot for “The Muppet Show” featured what somewhat shocking subtitle?	SEX AND VIOLENCE
What does an oniomaniac love to do?	SHOP	What artist coined the word “mobile” to describe a type of moving sculpture popularized in the 1930s?	MARCEL DUCHAMP	Which of the following “employees” of “The Office” is the only one not to have received an Emmy nomination?	JOHN KRASINSKI
Contrary to popular belief, Robert E. Lee’s surrender took place not in a courthouse, but in whose home?	THE MCLEANS	By definition,a stertorous person does what noisily?	SNORES	Upon winning her Oscar for Best Song,who quipped,”This is the only naked man that will ever be in my bedroom”?	MELISSA ETHERIDGE
Every single baseball used in the U.S. Major leagues is painstakingly hand-sewn in what country?	COSTA RICA	According to Seth MacFarlane,the voice of Stewie on TV’s “Family Guy” is based on what British actor?	REX HARRISON	What Jazz legend once appeared on “The Cosby Show” playing Mr. Hampton,Vanessa’s clarinet teacher?	DIZZY GILLESPIE
Measuring over 9000 miles in length, what country’s Highway 1 forms a complete loop along its borders?	AUSTRALIA	In the “Rocky” film series,Adrian has what maiden name before becoming Mrs. Balboa?	PENNINO	Shirley Dinsdale,the first person to ever receive an Emmy Award,was what kind of entertainer?	VENTRILOQUIST
A Sistine chapel fresco depicts God and Adam almost touching which two of their outstretched hands?	GOD’S RIGHT AND ADAM’S LEFT	After visiting the Moon,several Apollo astronauts have reported that moondust smells like what?	BURNT GUNPOWDER	Headed by an Emmy-winning Craig T. Nelson,the Minnesota State University football team on “Coach” was the what?	SCREAMING EAGLES
In 2010, which of these movies enjoyed the vicennial anniversary of its original release?	GOODFELLOWS	What island is often identified on maps by its local name,Kalaallit Nunaat?	GREENLAND	Besides “Family Guy,” what is the only other animated show to be nominated for an Emmy for Outstanding Comedy Series?	THE FLINTSTONES
Approximately how long does it take for light from the sun to reach the Earth?	8 MINUTES	Coffee beans are actually the pits of a sweet-tasting fruit called what?	COFFEE CHERRY	The intro to the second episode of “The Simpsons” contains the first “chalkboard gag,” with Bart writing “I will not” what?	WASTE CHALK
In the Bizet opera “Carmen,” flirtatious Carmen works in what type of establishment?	CIGARETTE FACTORY	In her Oscar acceptance speech,what actress quipped “All I can say is I’ve loved being hated by you”?	LOUISE FLETCHER	Which sitcom centers on a comedian that,by his own request,was never nominated for an Emmy for his work on the series?	THE COSBY SHOW
