The filbert is an alternative name for which nut	Hazelnut	 Often eaten for breakfast, the egg comes from what barnyard animal	Chicken	Ranch what famous building did sir john vanbrugh design	Blenheim palace
In what Australian state would you find Armidale	New south wales nsw	What is Hawkeye's full name in M.A.S.H.?	Benjamin Franklin Pierce	What finger is the most sensitive	Forefinger
What is the official drink of the state of Ohio	Tomato Juice	What form of horse racing boasts the Little Brown Jug	Harness racing	Patsy Mclenny became famous as who	Morgan Fairchild
Which actress and singer played 'Breathless Mahoney' in the film Dick Tracy	Madonna	In which sport is the Davis Cup awarded?	Tennis	What is the general term for all chemical substances produced by the endocrine glands	Hormones
The hundred year war actually lasted how many years	116 years	What is the technical term for long-sightedness	Hypermetropia	Which French philosopher created analytical geometry	Rene Decartes
Who Was The Original Choice To Play The Role Of "The Terminator" Before Arnold Schwarzenegger Got The Part	O.J Simpson	In 1942 Japanese occupied	Manila	Astronomer Josephe-Jerome de Lalande eat what on bread butter	Spiders
Name the dance that means new voice in Portuguese	Bossa Nova	Who Were Mark Farner, Mel Schacher & Don Brewer	Grand Funk Railroad	60% of English women cannot orgasm without what	Vibrator
At The Start Of The 2002/03 Season Who was the Premierships Highest Goal Scorer 	Alan Shearer 	Who recorded the album "Ssssh" in 1969	Ten years after	Which Countrys International Registration Mark Bears The Letters "DZ"	Algeria
By which name is Mendelssohn's Third Symphony known	Scottish	W A is what position in Netball? 	Wing Attack 	Who composed the overture Hebrides (Fingals cave) two names	Felix Mendelssohn
The opera Aida was commissioned in 1869 to mark what event	Opening Suez canal	Who is the helmsman of the boat when you are sailing into Hades	Charon	Who was the nba's most valuable player in 1976, 1977 and 1980	Kareem
In which countries would you find the following city 'Whiskeytown'? 	USA 	This cereal's mascot is Tony the Tiger	Frosted flakes	Who Had A Hit With The Song "Do That to Me One More Time"	The Captain & Tenille
Under What Pen Name Did Hector Hugh Munro Write 	Saki 	Who's advertisement ends 'The ultimate active sports vehicle	 bmw	What is added to the ice & water mixture in domestic ice cream makers in order to lower the temperature	Salt
Why was the dinosaur Triceratops so called	Three horns	What is the fear of music known as	Melophobia	In what country is the lowest point in South America	Argentina
From What Country Do The Dance Band Cascada Come From	Germany	In what animal form did Zeus seduce Europa?	Bull	Name the Greek equivalent of the Roman god Juno	Hera
What do you add to vegetables to make the dish salmagundi	Duck or Chicken	Which sauce has the same name as a state in Mexico	Tabasco	Which Greek mountain is consecrated to the muses	Helicon
French philosopher, scientist, and mathematician, sometimes called the father of modern philosophy	Descartes	How many symphonies did Beethoven complete?	Eight	Doraphobia is the fear of _________.	Fur
In 'la traviata', what does violetta sing	Sempre libera	Alphabetically, Which Is The Last Of Santa's Reindeers? 	Vixen 	What is the only creature born with horns	Giraffe
Who's voice was rex the robot for disneyland's star tours	Pee wee herman	What tv dog had successive masters named jeff, timmy and corey	Lassie	Secret Identities: Clark Kent	Superman
More than 14 million are sold daily in 150 countries - what	Bic pens	A white mtallic element	Barium	The Thatcher Ferry Bridge crosses what canal	The panama canal
Alex and his 'droogs' are thugs in what Anthony Burgess novel	A Clockwork Orange	What is the capital of brazil	Brazilia	At which racecourse would you find a jump called Valentine's Brook 	Aintree 
What is the American equivalent of the Irish Poteen	Moonshine	Iron block on which metals are worked	Anvil	What's the international radio code word for the letter "I"	India
What Is The UK's Most Poisonous Plant? 	Deadly Nightshade 	A planes black box is usually named after what King	Midas	Who wrote Vanity Fair	William thackeray
What Type Of Animal Is A Borzoi? 	A Dog The Russian Wolfhound 	What is Peter Parker's secret identity?	Spiderman	What is a group of porcupines	Prickle
What links Scorpion Seawolf and Thresher	Lost US nuclear reactors at sea	What Did Brenda Lee Want To Jump Over In 1961	The Broomstick	Who is known as a collector of trivia	Spermologer
When did Alaska become the 49th U.S. state	1959	What is a male swine called?	Boar	 The giant African __________ grows to a foot long and reaches weights greater than a pound.	Snail
What is the capital of Gabon	Libreville	Which type of British fighter plane shot down 1,294 enemy aircraft in World War One? 	The Sopwith Camel 	Who ruled the seas in Greek mythology	Poseidon
Who released "carrie anne" in 1967	Hollies	In 1643 Evangalisa Torichelli invented the first what	Barometer	Who Released The 70's Album Entitled The Stranger 	Billy Joel 
Name The Arranger / Orchestra Leader On Frank Sinatra's Songs For Swinging Lovers Album	Nelson Riddle	In St Louis Missouri its illegal for a fireman to rescue who	Undressed women full dress only	Effect that occurs when two or more waves overlap or intersect	Interference
What animals eye is bigger than its brain	Ostrich	What Clothing Are The 2 Figures Wearing On The 1978 Black Sabbath Album Cover "Never Say Die"	Some Type Of Flight Suits	Who won the Nobel Peace Prize in 1972	Nobody
Which 1996 Disney Movie Featured The "Eternal " Hit "Someday"	The Hunchback Of Notre Damme	The animal responsible for the most human deaths world wide is the ________	Mosquito	What group did tommy james leave in 1970	Shondelles
 The star_nosed mole, with 22 pink __________ on its snout, is said to have the most delicate sense of touch in the animal world.	Tentacles	What is alice cooper's real name	Vincent furnier	Which chart song was based upon psalm 137	Rivers of babylon
As Of 2008 Only One President So Far Was Born On The 4th Of July Can You Named Them	Calvin Coolidge	What is liquid clay used in pottery called?	Slip	Eggwash is generally used for what purpose? 	Glazing breads and pastries 
A Saudi Arabian woman can get a divorce if her husband doesnt give her what	Coffee	What Did Businessman Peter De Savray Buy For 6.7 Million Pounds In 1987	Lands End	What creature is the symbol of Bacardi	Bat
What links Bill Clinton Fidel Castro Alb Einstein Jimmy Hendrix	Left Handed	Marnie Nixon what Deborah Kerr Natilie Wood Audrey Hepburn	Dubbed in their singing voices	Name one of the three men who sat in the tub	Candlestick maker butcher baker
Almonds are members of what family	Peach	When are finger prints formed	3rd week in the womb	In 1982, who was accused of killing both her parents with an axe	Lizzie borden
In which continent would you find the Lena river ?	Asia	 The study of plants is _________.	Botany	What does a hypodermic literally mean	Under skin
In Which Year Did A Soviet Cosmonaut Make The First Spacewalk 	1965 	LAR is the international vehicle registration of which country? 	Libya (Libyan Arab Republic) 	Which Wood Are Divining Rods Usually Made From? 	Hazel 
10% of men claim to do this regularly – what	Shave their pubic hair	In 1997, which sportsman described his ethnic background as Cablinasian	Tiger woods	Who played laura petrie in 'the dick van dyke show'	Mary tyler-moore
What's The Connection Between Nenah Cherry, Malcolm Mclaren & Bob Marley	Buffalo's	Tracy Chapman Or Tanita Tikaram Had A Hit With "Twist In My Sobriety"	Tanita Tikaram	In Lebanon Virginia its illegal to do what to your wife	Kick her out of bed
By What Name Is George O'Dowd Better Known	Boy George	What did pocahontas wear while entertaining the colonists	Nothing	What is mickey mouse's dog's name	Pluto
What's The Connection Between Len Barry, Paul Hardcastle & Manfred Mann	(Numbers) 123, 19, 54321	Which dish contains offal and oatmeal, and is traditionally boiled in a bag made from the stomach of an animal? 	Haggis 	Carmenta is the roman goddess of ______	Childbirth
It is illegal to use what to plough cotton fields in North Carolina	Elephants	If you planted a bandarilla what are you doing	Bullfighting	What french phrase means 'well informed'	Au courant
According To The Song How Many Drummers Drumming Were There 	12 	What is the fear of spirits known as	Pneumatiphobia	What South American country has both a Pacific & Atlantic coastline	Colombia
The 1st buffalo ever born in captivity was born at Chicago's Lincoln Park Zoo in what year	1884	Eric Clapton shared a woman with this superb guitarist and songwriter. Later, it inspired his to write Layla.	George Harrison	What Shakespeare character ends saying The rest is Silence	Hamlet
George Washington Carver advocated planting peanuts and sweet potatoes to replace what?	Cotton and tobacco	What Was Otis Redding Sitting On In 1967	Dock Of A Bay	Which country has won the most tug of war world championships	England
Who shot President James Garfield?	Charles Guiteau	What was invented 1963 150 billion made since	Ring Pulls on cans not cans	Where is saint paul's cathedral	London
In Australian slang what is a ten ounce sandwich	Liquid Lunch - Can of Beer	Which Dam Harnesses The Colorado River 	The Hoover Dam 	What is the study of tissues	Histology
What is the correct chemical name for iron pyrites, sometimes known as 'Fool's gold'	Iron sulphide	Who Was Front Man For Leon Young String Chorlae And The Paramount Jazz Band	Mr Acker Bilk	What did 'd.m.z' stand for in the vietnam war	Demilitarized zone
What Communication Aid Was Invented In 1905 By American Undertaker Almon Strowger 	The Dial Telephone 	What river is the Temple of Karnak near?	Nile	Where do ants live?	Formicary
Finely ground meal of grains of wheat, obtained by milling	Flour	Where is Dogger Bank?	The North Sea	Tellus was the Greek god of what	Earth
What Is The Main Ingredient In Advocaat 	Egg Yolk 	What is the Capital of: United Kingdom	London	In which state is the Natchez Trail?	Mississippi
Who is the boss of the SNES game, 'Ranma 1/2: SUPER Hard Battle'?                                                                    	Herb	What returned in 1985 that is pictured on the Bayeux tapestry	Halley's comet	Of which British politician was it said 'He delivers all his statements as though auditioning for the speaking clock'	John major
What poem is recited as the finale to Disney's christmas festivities	A visit from st nicholas	The largest lake in Australia is ________, measuring 3,420 square miles (8,885 sq. km).	Eyre	Who fixed the date of the christian festival 'easter'	Council of nicaea
 Birds do not sing because they are happy. It is a __________	Territorial behavior	What Constant Related The Diameter Of A Circle To It's Circumference 	Pi 	What are popcorn, moss and seed	Knitting Stitches
Which Country Left The Commonwealth In 1972 	Pakistan 	What African country and its currency have the same name	Zaire	Which country imports the most champagne	Great Britain
In the Jewish religion where are shellfish and pork kosher	Chinese Restaurants	As pretty as a ______	Picture	What Does Dc Stand For In Whashington DC 	District Of Columbia 
Cattle are bovine, sheep are ______	Ovine	"But touch my tears with your lips, touch my world with your fingertips" what is the queen song title	Who Wants to Live Forever	What is the sum of 2y + 32y + 56y	90y
Who earned the nickname "top gun" in the Persian Gulf War	Colin Powell	By what other name is the double album The Beatles known	The White album	From which club did Manchester United sign Roy Keane? 	Nottingham Forest 
Which heroine comes from Amphipolis	Xena warrior princess	What is the capital of Illinois	Springfield	What was the working title of "With A Little Help From My Friends"?	Bad Finger Boogie
Which musical term denotes that a piece is to be played 'sweetly'	Dolce	What was the predecessor of the United Nations ?	League of Nations	What river is the Temple of Karnak near	The Nile
Before wwii, the new york phone book had 22 listings for what surname, and none after wwii	Hitler	In which state is the mayo clinic 	Minnesota 	In which musical work is there a jester called Jack Point	Yeomen of the guard
Which film ends with the line, 'What we have here is a failure to communicate'	Cool hand luke	In US on what Day are most collect calls reverse charges made	Fathers Day	In Squash Each Game Is Played Until A Player Scores How Many Points 	15 
Whose first major album was "ziggy stardust and the spiders from mars"	David	Which course will stage the 2014 Ryder Cup torunament?	Centenary Course, Gleneagles	Who wrote Oedipus Rex	Sophocles
What did Brahms compose for the University of Breslau after they gave him an honorary PhD	Academic festival overture	What is a young fish called	Fry	What machine is used to record the electrical activity in the brain	Electroencephalogram
Hundred when does the uterus expand 500 times its normal size	During pregnancy	Who were the first pop stars to appear in Madam Tussaud's	The Beatles	Who Became World Heavyweight Boxing Champion By Beating Ken Norton After Muhammad Ali Retired In 1979 	Larry Holmes 
If you combined k & p to make cables what would your hobby be	Knitting	Crack gets it name because it ________ when yoU.S.moke it	Crackles	How long was nelson mandela in prison	27 years
Who said 'public service is my motto'?	Al Capone	What is the greek word for the biblical book of revelation	Apocalypse	What is a violincello	Cello
In the US its 911 in the UK 999 what in Australia	0	In ancient greece, what was a myriad	Groups of numbers over 10,000	How Did James Dean Die 	In A Car Crash 
Who played the male starring role in 'The Graduate'	Dustin hoffman	In 1955 Israel acquires 4 of the 7 dead sea	Scrolls	What pets did lyndon johnson have	Beagles
Super glue is used to lift fingerprints from what surfaces	Difficult	Collective nouns - A Float of what	Crocodiles	Yoi, Yame, Seremade and Hantai terms in what sport	Karate
Who wrote the thriller "The Bourne Identity"	Robert ludlum	What Is The Most Popular Karaoke Tune Worldwide	"You've Lost That Lovin Feeling"	What is the saltiest sea in the world	Dead sea
Hemmingway said there's only 3 sports Bullfighting Car Racing ?	Mountaineering	Football: The Chicago ______?	Bears	What happened July 15 1815 on HMS Bellerophon	Napoleon surrendered
Which poisonous concoction was Socrates given to drink to carry out his death sentence?	Hemlock	How did the tradition of serving turkey at Christmas originate? 	Medievil Europe serving Large Fouls Was A sign Of Wealth 	How many hours does an antelope sleep at night?	One
Spanish: how do yoU.S.ay "four"	Cuatro	If you saw broiled food on an American menu, how would it be cooked? 	Grilled 	In which country would you drink a local beer called Keo?	Cyprus
What is the most widely used seasoning 	Salt 	What is the name of the capital of Saskatchewan (canada)	Regina	Who Had 2 Number One LP's Called "Rollin" & "Once Upon A Star"	The Bay City Rollers
Who produced and directed the Death Wish series of films	Michael Winner	Which famous million dollar building cost more than a million dollars?	Sydney Opera House	Which artist painted "The Potato Eaters"	Vincent van gogh
US 1900 census people with 2 or less what were lower mid class	Servants	Who Holds The The Record For The Highest Number Of Olympic Gold Medals In A Single Summer Olympics	Mark Spitz	What are the ingredients of the cocktail Cuba Libre? 	Rum And Coke 
What was the first transatlantic radio message sent ?	S	What two biblical cities did God destroy with fire and brimstone?	Sodom and Gomorrah	Which chemical element is named after the Greek word for 'green'	Chlorine
What spy novelist was Moscow correspondent for Reuters & The Times of London	Ian fleming	He was elected President of France, in 1981.	Francios Mitterrand	The word 'whisky' comes from Gaelic, what does it mean	Water of life
John larroquette was the narrator of which gruesome film	Texas chainsaw	What disease is spread in minute water droplets	Legionnaires Disease	What trophy is awarded to the winner of the NHL playoffs?	Stanley Cup
The French call it "La Train Sifflera Trois Fois" what film is it	High Noon	Which New Zealand novelist won the Booker Prize with her novel The Bone People	Keri hulme	In computing what is the smallest movement of a mouse called	Mickey
Who Invented the worlds first electronic pocket calculator in 1972 	Sir Clive Sinclair 	Ignoring obvious what links Jupiter Neptune Uranus and Saturn	All have Rings	On Little House on the Prarie,what was the original name for the school teacher?	Miss Beatle
In 1500 BC Egyptian women had to be what to be beautiful	Bald	On the Beaufort scale 8 represents what	A Gale	Where are birds kept in captivity	Aviary
Marie Osmond has only had one UK hit single as a solo artist name it	Paper roses	Meningitophobia is the fear of	Brain disease	What grows faster in the morning than at any other time of the day	Your hair
In 2006 Who Was Voted Overseas Sports Personality Of The Year? 	Roger Federer 	In what country is taipei 	Taiwan 	Where is the island of korcula	Croatia
Who said 'ronald reagan doesn't dye his hair; he bleaches his face'	Johnny	Where is Abbey Road?	London	Who Picked Up An academy Award In 1971 For Best Film Song	Isaac Hayes (Shaft Theme )
Which river is dammed by the hoover dam	Colorado river	What is uruguay's chief port	Montevideo	What Is MP Dennis Skinners Nickname ? 	The Beast Of Bolsover 
What does YoYo mean in English	Come-Come	German dish of chopped cabbage? 	Sauerkraut 	Tiny In Stature But Huge In Both Ego And Talent Who Had The No.1 Album "LoveSexy"	Prince As He Was Then Known
What was a Nuremberg egg	Pocket watch / clock	What is the second letter in the Greek alphabet	Beta	Where is the Greyhound Racing Hall of Fame located	Abilene Kansas
Grease The Musical Opened On Broadway In 1973 How Many Performances Were There 	3,388 	Which country did France beat to take the 1998 world cup?	Brazil	Picturesque cave	Grotto
Anthony McMillan became famous as who	Robbie Coltrane	What has the chemical formula H2O2	Hydrogen Peroxide	What is a group of this animal called: Quail	Covey bevy
In 1964 who was the first non royal to appear on a UK stamp	William Shakespeare	In bowling, what is it if you knock down all the pins with one ball	Strike	Device for driving air into fire	Bellows
Which Movie Star Published An Autobiography In 2002 Entitled "Lucky Man"	Michael J Fox	Talc is a hydrated silicate of which metal	Magnesium	What Apollo 13 astronaut contacted Mission Control with the words, (Houston, we've had a problem)? 	Jack Swigert 
Who is the Patron Saint of housewives	Martha	What alternative name is given to the Barn Owl because of its harsh cry	Screech owl	Thanatology is the study of what	Death
 The whistling swan has more than __________	Feathers on its body. 25,000	Silent night the Christmas carol was first played on what	Guitar	Which period was first, jurassic or carboniferous	Carboniferous
Commonly Regarded As A Bit Of A Nuisance Amongst Computer Users ' It Writes Once But Reads Many Times '' What Is It? 	A Worm (Mass Mailing) 	Washington is part of which English city? 	Sunderland 	In Texas by law criminals must give their victims what	24 hours advance written notice
What does a la carte mean in a restaurant	According to the menu	A hoop worn under skirts is called a what	Farthingale	Philosophy: Epicurus, who believed that pleasure is the highest good, gave us which term synonymous with hedonistic?	Epicurean
Which president was responsible for the Louisiana Purchase	Jefferson	What is the capital of missouri	Jefferson city	What are the 'irons' in horse racing	Stirrups
Out of what is paper money made	Linen	The geographic center of __________ is located in the city of Thunder Bay.	Canada	Alfred Gerald Caplin is better known as this (first+last name)	Al capp
Who was made the first Holy Roman Emperor	Charlemagne	Who directed the films 'Carrie' and 'The Untouchables'	Brian de palma	What is the capital of Chechnya	Grozny
In what did someone squish her hands to make the sound of e.t walking?	Jelly	Who Released An LP Entitled "George Best"	The Wedding Present	What is the main ingredient in the soup Borscht?	Beetroot
Water-soluble paint made from pigments and a plastic binder…?  	Acrylic	Who sang the title song in the film Grease	Frankie Valli	This superb composer has composed scores to over 400 films?	Ennio Morricone
Which nation invented sauerkraut	Chinese	In baseball, who won their first world series in 1969	New york mets	Countries of the world: western coast of South American, major cities include Arequipa & Trujillo	Peru
What is the chalice used by Jesus Christ at the Last Supper called?	Holy Grail	What was the secret identity of don diego de la vega	Zorro	What Is The Central Area Of A Hurricane Called	The Eye
A nilometer measures the rise and fall of what	Rivers (originally Nile)	How many hurdles in a 400m hurdle race?	10	Which species of bird gave Darwin his theory of evolution	Finch
What is the worlds oldest monotheistic religion	Judaism	France named it Chapeau Melon et Bottes de Cuir what UK	The Avengers	What colour is diamond dust	Black
Who was captain of the 1995 south african rugby world cup team	Francois	Name the theory which proposed that a person's mental development could be measured by a skull examination	Phrenology	Which Record Label Were The Mindbenders Signed To	Fontana
In England what ocean current allows gardeners on the west coast to grow exotic plants	Gulf stream	What links Ygrana  - Valentino and Cerrutti	Paris fashion houses	 Doraphobia is the fear of _________.	Fur
What is the capital of Alberta	Edmonton	Town Australia is named after the wife Sir C H Todd postmaster	Alice Springs	Before 1687 clocks never had what	Minute hands
Who Wrote A Book Entitled "The Adventures Of Lord Iffy Boatrace"	Bruce Dickinson	Which movie prompted the style of wearing cutoff sweatshirts over the shoulder? 	Flashdance 	What's the stick in golf? 	The Flag 
Which City Is The Capital Of Iceland 	Reykjavik 	Where is mount mckinley	Alaska	What was the final episode of MASH called	Goodbye Farewell and Amen
Who played Steve Erkel in 'Family Matters'?	Jaleel White	After Greenland, which is the second largest island	New guinea	Which City Is The Capital Of Zimbabwe 	Harare 
Name Indian chief who rode in Roosevelt's inaugural procession	Geronimo	Before being married to Pamela Anderson what other famous actress was Tommy Lee married to?	Heather Locklear	What is the unit of currency in Jordan	Dinar
Which is the only book written by margaret mitchell	Gone with the wind	What is the basic unit of currency for Rwanda ?	Franc	What does a carpologist study	Fruit and seeds
What Connects "Windmills Of Your Mind", "Evergreen", "Take My Breath Away"	Oscar Winning Songs	How Wide Is The Beam In Womans Gymnastics 	4 Inches 	Britain Ireland and what country joined the EEC simultaneously	Denmark
Which U.S. writer wrote The Naked and the Dead	Norman mailer	What process allows plants receiving sunlight to make their own food	Photosynthesis	How did the Emperor Claudius die	Choked on a Feather
Humphrey Bogart, who was born on Christmas Day 1899, said the line 'Here's looking at you kid.'' In which film? 	Casablanca 	 A shrimp has more than a hundred pairs of chromosomes in each cell nucleus. Man has only __________	23	What central american country extends furthest north	Belize
What name is given to the excrement produced by bacteria that feed on yeast cells and then defecate 	Alcohol 	R D Blackmore wrote which classic novel	Lorna Doone	In Greek mythology who was the mother of Uranus	Gaia
Dame where is the notre dame cathedral	Paris	Religious phenomenon in which a message is sent by God (or by a god) to human beings through an intermediary, or prophet	Prophecy	What is the only creature that can turn its stomach inside out	Starfish
Schwarzenegger what us state was named after french words for "green" and "mountain"	Vermont	Boleskin House On The Shores Of Loch Ness Was Bought By Jimmy Page In The 1970's Who Was Its Most Famous Former Occupant	Aleister Crowley	"Which diarist noted on 25th December 1662, ""(Christmas Day). Had a pleasant walk to White Hall, where I intended to have received the communion with the family, but I have come too late___""" 	Samuel Pepys (pronounced 'peeps') 
What comprises than 54% of humpback whale's milk?	Fat	What Shakespeare play is "The Green Eyed Monster" mentioned	Othello	What is the collective name for a group of foxes	Skulk
In Norse mythology what was Audulma - wet nurse of giants	Cow	In the original All-C Saga game, who kills Mandy and Matthew?                                                                        	Simetra	Which Future Member Of 10cc Appeared As A Pupil In The Film "To Sir With Love"	Eric Stewart
Who's aliases John Willard Eric Gault George Ramom Sneyd	James Earl Ray – killed M L King	For Which Film Was Director Bob Fosse Awarded An Oscar In 1972	Cabaret	What were the myrmidons who were created by zeus	Ant people
After WW I what was Hitler promoted to in rank	Corporal	Only humans and what have hymens	Horses	Of which country does the kalahari desert cover 84%	Botswana
What is a 'yesterday, today & tomorrow'	Shrub	Who is the autor of the song 'Blue Suede Shoes'?	Carl Perkins	Orbis non Sufficit - World is not enough - whose family motto	James Bond
What 1902 children's book continues to sell over 50,000 copies per year	The tale of peter rabbit	What country is directly north of Israel	Lebanon	Where is the kennedy space centre	Cape canaveral, florida
Which funnyman appears in a series of TV adverts for the insurance company Aviva?	Paul Whitehouse	Who sang the Song 'Electric Youth'?	Debbie Gibson	Artwork, usually paintings, characterized by a simplified style, nonscientific perspective, and bold colors. The artists are generally not professionally trained. 	Naive art
Who was the last to stab Caesar in Shakespeare's Julius Caesar	Brutus	Where is eurodisney	Paris, france	Prowse What foreign country's phone book is alphabetized by first name	Iceland
What god were the Thugees worshipping in "Indiana Jones and the Temple of Doom"?	Kali	Which Shakespeare Play Begins With 3 Witches Upon The Heath 	Macbeth 	What is missing from the 'venus de milo'	Arms
Who Wrote The Musical The Rocky Horror Picture Show?	Richard O'Brian	In the Terminator film who was the boy who would be the leader	John Conner – mother Sarah	Stupid Cupid Reached No.1 For Which Female Vocalist	Connie Francis
Who built Camelot?	King Arthur	What is the meaning of the name Irene, which comes from the Greek words eirenikos or eirene	Aiming at peace	Which drink is named after the Duke of Beaufort's seat and is a long, refreshing drink of claret with soda water and sugar? 	Badminton Cup 
What ship meaning new land carried Scott to the Antarctic 1910	Terra Nova	Which Album Was The Follow Up To Thriller For Michael Jackson?	Bad	Who had her first entry into the British charts in December 1985 with "Saving All my Love for You"	Whitney houston
In which continent would you find the Amazon river ?	South America	Framboise' is a liqueur flavoured with what	Raspberries	Nostradamus was famous for making what	Predictions
What is the capitla of Croatia? 	Zagreb 	Thaslophobia is the fear of what	Sitting Idle – doing nothing	In which city was President Kennedy killed?	Dallas
In which country was Robert Maxwell born	Czechoslovakia	What is the fear of dirt known as	Rhypophobia	Kriss Kristofferson and Barbra Streisand starred in the re-make of which film	A star is born
In which Welsh county is Beddgelert	Gwynedd	In painting, a thin layer of translucent color.	Wash	Who was the norse goddess of love and fertility	Freya
What is the Capital of: Solomon Islands	Honiara	What Was Marvin Gayes Only UK No.1	I Heard It Through The Grapevine	What is the largest single known gold object in the world	Tutankhamens Coffin
What Was So Important About The Oresund Bridge Between Malmo & Copenhagen Which Opened In July 2000 	Because It Was The First Permanent Link Between Europe & The Swedish Peninsula 	Who was hercules' stepmother	Hera	What is a quahog	Type of clam
Which country was named after the sea people known as Peleset or Philistines	Palestine	Narcotics comes from the Greek - what it literally mean	Electric eels - put on foreheads	Which is the only arab country without a desert	Lebanon
Who played 'Kookie' in the T.V. series Seventy Seven Sunset Strip	Ed byrnes	In Texas its illegal to put graffiti on your neighbours what	Cow	Ray Bolger played who in The Wizard of Oz	Scarecrow
What are scaup	Wild ducks	What is the name of a formal, written accusation of crime against a person, presented by a grand jury to a court, and upon which the accused person is subsequently tried	Indictment	What material is touched or knocked on for good luck	Wood
April is the cruellest month - which poet wrote that line	T S Elliot it refers to income tax	How much current does a south american eel put out	One amp	In which city is the Kentucky Derby run	Louisville
In the German episode of Fawlty Towers Sybil was in hospital for which operation	Ingrown toenail	Solfatara in Southern Italy is a what	Volcano	Dentophobia is a fear of ______	Dentists
Who invented the gatling gun	Richard gatling	Which capital city has the highest population (as at 2006)? 	Tokyo (c. 34 million) 	In Goldfinger name the actress painted gold	Shirley Eaton
A psychological disorder in which the patient refuses to eat.	Anorexia nervosa	John Gutzon Borglum Born March 25 1871 Is Responsible For The Design & Creation Of What	Mount Rushmore	In Finland who rides a goat named Ukko	Santa Clause
What was the movie that starred the little furry creatures from "Return of the Jedi"?	Escape from Endor	What is a camel's hair brush made of	Squirrel fur	In The World Of Music How Is “Graham Mcpherson” Better Known ?	Suggs From Madness
What is the name of the film in which Steven Segal's character dies?	Executive Decision	To drive out an evil spirit	Exorcize	A bowling pin need only tilt how far in order to fall down (it's a decimal)	7.5 degrees
What is a Gopak?	A Russian dance	Where was pizza first invented 	Milan	Which gentleman thief, created by E W Hornung was played by Anthony Valentine on TV 	Raffles 
Who played the television detective Frank Cannon	William conrad	In Which Sport Is The Curtis Cup Contested 	Golf 	What is the study of prehistoric plants & animals called	Paleontology
In Swifts Gullivers Travels What Is Gullivers Profession 	Surgeon 	Who invented the fountain pen in 1884	Lewis waterman	Bridgeport is the largest city in which state?	Connecticut
What are Common Darter and Southern Hawker types of?	Dragonflies	This spikey succulent, native of Africa, is often an additive in creams and lotions.	Aloe vera	El Dago was the name of whose first private plane	Frank Sinatra
The wheel was invented in about what year BC	3500	Who, in 1976, were the 3 original actresses in "Charlie's Angels"	Jaclyn smith, kate jackson & farah fawcett	What storied European mountain is known in Italy as Monte Cervino	The matterhorn
The marine iguana is native to which island group	Galapagos	In what country is the lowest point in South America?	Argentina	What's the largest USA metro area without an NHL franchise	Dallas
What house was the biggest in america until the Cival war?	The White House	In Frank Herbert's Dune what are the Makers	Sandworms - Shai- haulud	What was the only film about Vietnam made during the war	The Green Berets
Which English king's coronation was postponed because he was suffering from appendicitis	Edward vii	What is the term for the period of change in form of an organism from the larval to the adult stage	Metamorphosis	Which Controversial Manchester Comedian Died In June 2007 Aged 76 	Bernard Manning 
Which team won the recently concluded UEFA cup?	Liverpool	In Greek myth, who gave birth to the winged horse, Pegasus, from her blood after she had been slain	Medusa	Who is credited with inventing the world's first mechanical calculating machine	Blaise pascal
Which Successful Solo Artist Is The Regular Host Of The Country Music Awards	Vince Gill	Proposed in 1944, a 'spat' was a unit of distance equal to 1012 metres (ten to the power twelve metres), for use in what science	Astronomy	Where in the world would you find the Provinces of Santa Cruz, Rio Negro, Chubut and Neuquen	Patagonia argentina
In Denmark there is a 20 Kroner fine for not reporting what	Your own or anyone else's death	The closest relatives to anteaters are what	Sloths & armadillos	In Shakespeare's The Merchant of Venice, what is the name of the merchant	Antonio
Apart From Smoking A pipe What Was Sherlock Holmes Favourite Vice	Injecting Cocaine	What was ALF's real name?	Gordon Shumway	A favourite spot for vampires to bite (that's one hell of a hickey!)	Neck
Which sport is played at Roland Garros	Tennis in Paris on clay courts	"Beverly Hills Cop", when Axel Foley enters the hotel, he uses an alias. Who does he say he works for, and who does he say he's going to interview?	Rolling Stone,Michael Jackson	Which is the most populated territory in australia	New south wales
Lucy Hobbs Taylor 1867 first woman in the US to do what	Become a registered dentist	This assassin of Julius Caesar was his friend.	Brutus	In what Australian state would you find Taree	New south wales nsw
What is the basic unit of currency for Jordan ?	Dinar	What do elephants do on average 2 hours a day	Sleep	Who is the father of the Russian alphabet	Saint Cyril
Which singer wrote the autobiography 'Take It Like A Man''? 	Boy George 	What was advertised as anytime anyplace anywhere	Martini	G Roddenbery Star Trek 2 radical ideas Spock's Ears and what	Woman second in Command
US, West Germany and Japan not participate in the 1980 Olympic games in Moscow, as a protest because of Soviet activity in which country	Afganistan	The first country to host the summer & the winter olympics in the same year	France	Which movie is the line "Snakes, I hate snakes" from?	Raiders Of The Lost Ark
Sociophobia is a fear of ______	Society	What word did Harry Truman coin for his daily walk	Constitutional	What is the proper name for marsh gas	Methane
What segment of television receieves the ACE awards	Cable	What was the language of ancient India?	Sanskrit	Which Chemical Element Derives It's Name From The Greek Word for Heavy	Barium
What American playwright titled his autobiography Timebends	Arthur miller	Football Team, cincinnati _________	Bengals	The foodstuff 'carambola' is known by what alternative name	Starfruit
